Cliente_ID,Genero,Idade,Parceiro,Dependentes,Tempo_Cliente_Meses,Tipo_Contrato,Servico_Internet,Suporte_Tecnico,Streaming,Cobranca_Sem_Papel,Metodo_Pagamento,Chamadas_Suporte_6M,Atrasos_Pagamento_12M,Valor_Mensal,Valor_Total,Satisfacao,Churn
CLI00604,Feminino,56,Não,Sim,51,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,3,106.93,5281.64,4,Sim
CLI00605,Masculino,48,Não,Não,55,Bienal,Fibra,Sim,Sim,Não,Débito Automático,3,0,107.34,5784.64,2,Não
CLI00606,Feminino,41,Não,Não,43,Mensal,Fibra,Não,Sim,Sim,Boleto,3,2,118.73,4967.53,2,Sim
CLI00607,Masculino,39,Sim,Não,13,Bienal,Fibra,Sim,Não,Não,Cartão de Crédito,0,0,103.01,1326.34,4,Não
CLI00608,Feminino,61,Não,Não,7,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,4,30.64,204.35,3,Não
CLI00609,Feminino,74,Sim,Não,18,Mensal,DSL,Sim,Sim,Não,PIX,1,1,84.23,1437.37,1,Sim
CLI00610,Masculino,57,Não,Sim,20,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,0,1,134.44,2631.31,1,Sim
CLI00611,Feminino,57,Sim,Não,12,Anual,Fibra,Não,Sim,Sim,Boleto,1,1,97.04,1179.74,3,Não
CLI00612,Masculino,45,Sim,Não,47,Mensal,DSL,Sim,Não,Não,Débito Automático,0,1,70.56,3383.57,4,Não
CLI00613,Feminino,39,Sim,Não,32,Bienal,Fibra,Não,Sim,Não,PIX,4,2,84.22,2660.82,1,Sim
CLI00614,Feminino,71,Não,Não,16,Anual,Fibra,Sim,Sim,Sim,Boleto,1,1,98.37,1503.3,1,Sim
CLI00615,Feminino,37,Sim,Não,33,Bienal,DSL,Não,Sim,Não,Cartão de Crédito,0,0,56.1,1782.61,4,Não
CLI00616,Masculino,45,Não,Não,30,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,0,2,131.54,3995.04,4,Sim
CLI00617,Feminino,46,Sim,Não,53,Bienal,DSL,Sim,Não,Sim,PIX,0,0,49.34,2589.7,3,Não
CLI00618,Feminino,30,Sim,Não,53,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,0,1,98.02,5199.26,5,Não
CLI00619,Feminino,40,Não,Sim,38,Anual,DSL,Não,Sim,Não,Débito Automático,0,0,65.43,2525.9,5,Não
CLI00620,Feminino,33,Sim,Não,55,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,1,35.05,1954.61,4,Não
CLI00621,Masculino,43,Sim,Sim,38,Mensal,DSL,,Sim,Sim,Cartão de Crédito,1,0,77.1,2909.71,4,Não
CLI00622,Masculino,42,Não,Não,45,Bienal,Fibra,Sim,Não,Sim,Cartão de Crédito,1,2,77.03,3307.26,4,Não
CLI00623,Feminino,21,Sim,Não,4,Anual,Fibra,Não,Não,Não,Cartão de Crédito,0,0,103.2,390.09,4,Sim
CLI00624,Masculino,22,Sim,Não,13,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,0,1,111.63,1389.85,4,Não
CLI00625,Masculino,20,Sim,Sim,20,Anual,DSL,Não,Sim,Não,PIX,2,0,73.73,1497.33,3,Não
CLI00626,Feminino,64,Não,Sim,42,Mensal,Fibra,Não,Sim,Sim,Débito Automático,3,1,96.9,3905.74,1,Sim
CLI00627,Masculino,,Sim,Não,11,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,1,1,74.82,788.99,5,Não
CLI00628,Feminino,54,Não,Não,15,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,3,4,25.96,375.85,1,Sim
CLI00629,Feminino,71,Não,Não,33,Mensal,DSL,Sim,Sim,Sim,PIX,2,0,85.75,2684.14,4,Não
CLI00630,Feminino,24,Sim,Sim,25,Mensal,DSL,Não,Sim,Sim,Boleto,3,1,81.16,2085.86,2,Sim
CLI00631,Masculino,37,Não,Não,19,Anual,DSL,Não,Sim,Não,Débito Automático,0,0,76.65,1489.17,4,Não
CLI00632,Masculino,,Não,Não,32,Mensal,Fibra,Não,Sim,Não,Boleto,1,1,86.89,2806.79,3,Não
CLI00633,Feminino,59,Não,Não,26,Mensal,Fibra,Não,Não,Sim,PIX,1,0,92.86,2318.69,3,Sim
CLI00634,Feminino,28,Sim,Não,50,Mensal,DSL,Sim,Não,Sim,Cartão de Crédito,1,0,51.02,2603.3,2,Não
CLI00635,Masculino,42,Não,Não,46,Mensal,DSL,Sim,Não,Sim,Débito Automático,0,1,57.18,2640.8,3,Não
CLI00636,Feminino,18,Sim,Não,30,Mensal,Fibra,Não,Não,Sim,Débito Automático,0,1,108.32,3334.53,4,Não
CLI00637,Feminino,56,Sim,Não,28,Anual,Fibra,Não,Não,Sim,PIX,2,0,85.89,2362.42,3,Não
CLI00638,Feminino,19,Sim,Sim,39,Bienal,Fibra,Não,Sim,Não,PIX,1,1,87.12,3437.97,3,Não
CLI00639,Feminino,57,Não,Não,32,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,0,0,25.61,833.55,4,Não
CLI00640,Feminino,45,Não,Não,50,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,0,22.68,1142.37,5,Não
CLI00641,Feminino,47,Sim,Não,28,Bienal,Fibra,Sim,Sim,Sim,Cartão de Crédito,2,1,98.73,2692.5,4,Não
CLI00642,Masculino,43,Sim,Sim,8,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,2,31.54,245.68,3,Não
CLI00643,Feminino,56,Sim,Sim,12,Mensal,Fibra,Sim,Não,Sim,PIX,0,0,120.22,1459.47,3,Não
CLI00644,Feminino,70,Sim,Sim,38,Anual,DSL,Não,Sim,Não,PIX,2,0,90.57,3522.96,,Não
CLI00645,Feminino,39,Não,Não,6,Anual,Fibra,Não,Sim,Não,Boleto,2,2,98.39,571.68,5,Sim
CLI00646,Feminino,70,Sim,Sim,34,Mensal,Fibra,Sim,Não,Não,PIX,0,1,108.17,3760.24,4,Não
CLI00647,Feminino,58,Sim,Sim,31,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,1,2,41.25,1210.77,2,Não
CLI00648,Masculino,70,Sim,Não,20,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,2,0,25.61,520.24,5,Não
CLI00649,Feminino,36,Sim,Não,12,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,1,27.81,323.3,3,Sim
CLI00650,Feminino,24,Não,Não,64,Mensal,DSL,Não,Não,Sim,PIX,1,1,67.46,4369.27,2,Sim
CLI00651,Feminino,49,Sim,Sim,35,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,2,121.21,4060.88,3,Não
CLI00652,Feminino,62,Não,Não,8,Anual,Fibra,Não,Sim,Sim,Débito Automático,1,1,100.31,778.11,5,Não
CLI00653,Masculino,69,Não,Sim,24,Bienal,DSL,Sim,Não,Sim,Boleto,0,0,64.53,1561.72,4,Não
CLI00654,Feminino,48,Sim,Sim,32,Anual,Fibra,Não,Sim,Não,Débito Automático,1,0,106.35,3454.67,3,Não
CLI00655,Feminino,61,Não,Não,53,Anual,DSL,Sim,Sim,Sim,Débito Automático,0,0,69.94,3510.88,3,Não
CLI00656,Masculino,68,Não,Não,20,Mensal,DSL,Não,Não,Sim,Débito Automático,1,1,79.76,1585.46,3,Não
CLI00657,Feminino,67,Não,Sim,24,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,1,1,72.78,1673.98,5,Não
CLI00658,Feminino,58,Não,Não,9,Mensal,Fibra,Sim,Não,Não,PIX,1,0,88.04,776.51,4,Não
CLI00659,Feminino,43,Sim,Não,21,Mensal,Fibra,Não,Não,Sim,PIX,1,0,79.12,1576.79,4,Não
CLI00660,Feminino,40,Sim,Sim,53,Mensal,Fibra,Não,Não,Sim,Boleto,0,1,99.73,5192.49,4,Não
CLI00661,Feminino,47,Sim,Sim,21,Bienal,Fibra,Sim,Sim,Sim,PIX,0,0,91.54,1845.62,3,Não
CLI00662,Feminino,41,Não,Sim,25,Mensal,DSL,Sim,Não,Não,PIX,3,0,73.22,1879.21,3,Não
CLI00663,Feminino,36,Sim,Não,8,Mensal,Fibra,Sim,Sim,Não,Cartão de Crédito,1,0,126.44,992.71,4,Sim
CLI00664,Feminino,49,Não,Não,37,Mensal,DSL,Não,Sim,Sim,Débito Automático,1,0,69.55,2608.93,4,Não
CLI00665,Masculino,63,Não,Não,37,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,0,0,35.72,1260.58,5,Não
CLI00666,Masculino,38,Não,Não,12,Mensal,DSL,Não,Não,Sim,Boleto,0,2,82.7,961.3,5,Sim
CLI00667,Masculino,31,Não,Não,31,Anual,Fibra,Não,Não,Não,Boleto,1,3,96.66,2886.84,4,Sim
CLI00668,,60,Não,Não,62,Mensal,Fibra,Sim,Sim,Sim,Boleto,1,2,104.68,6265.43,4,Sim
CLI00669,Feminino,68,Não,Sim,32,Anual,DSL,Sim,Não,Sim,Débito Automático,0,0,84.08,2707.69,3,Sim
CLI00670,Feminino,41,Não,Não,15,Bienal,DSL,Não,Não,Sim,PIX,0,0,48.92,690.05,3,Não
CLI00671,Feminino,54,Não,Não,23,Anual,DSL,Sim,Sim,Sim,PIX,0,0,60.95,1327.04,3,Não
CLI00672,Feminino,61,Não,Não,48,Anual,Fibra,Sim,Não,Sim,Cartão de Crédito,0,1,96.46,4560.58,5,Não
CLI00673,Feminino,70,Não,Não,45,Mensal,Fibra,Não,Sim,Sim,Débito Automático,1,0,101.72,4492.81,4,Não
CLI00674,Feminino,22,Sim,Sim,25,Mensal,Fibra,Sim,Sim,Não,Débito Automático,0,0,121.32,2890.41,3,Não
CLI00675,Masculino,21,Não,Sim,33,Mensal,Fibra,Não,Sim,Sim,Débito Automático,2,1,129.16,4267.41,1,Não
CLI00676,Masculino,24,Sim,Não,42,Anual,DSL,Não,Não,Sim,Débito Automático,1,2,42.36,1794.09,3,Não
CLI00677,Feminino,53,Sim,Não,18,Anual,DSL,Não,Não,Sim,PIX,1,3,80.12,1446.44,3,Não
CLI00678,Masculino,27,Não,Sim,16,Anual,DSL,Sim,Sim,Sim,PIX,2,1,82.41,,5,Não
CLI00679,Feminino,27,Não,Não,18,Mensal,DSL,Não,Sim,Sim,PIX,3,1,61.21,1101.48,3,Não
CLI00680,Feminino,71,Sim,Sim,36,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,3,0,120.31,4238.66,2,Sim
CLI00681,Masculino,62,Sim,Sim,32,Bienal,DSL,Não,Não,Sim,Débito Automático,0,1,59.82,1850.56,4,Não
CLI00682,Masculino,59,Sim,Sim,33,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,1,1,96.54,3042.78,3,Sim
CLI00683,Feminino,22,Sim,Não,22,Anual,DSL,Não,Sim,Não,Boleto,0,2,70.15,1488.61,5,Não
CLI00684,Masculino,20,Não,Sim,32,Anual,DSL,Não,Sim,Sim,Débito Automático,1,0,79.02,2568.55,4,Não
CLI00685,Feminino,38,Não,Não,37,Bienal,DSL,Não,Não,Não,Cartão de Crédito,1,1,51.15,1795.79,3,Não
CLI00686,Feminino,22,Sim,Sim,46,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,0,0,66.44,3064.93,3,Sim
CLI00687,Masculino,64,Não,Não,20,Anual,Fibra,Sim,Sim,Não,Débito Automático,2,1,126.26,2413.16,4,Não
CLI00688,Masculino,38,Não,Não,29,Mensal,DSL,Sim,Sim,Sim,Débito Automático,3,0,108.43,2966.54,1,Sim
CLI00689,Feminino,44,Não,Sim,23,Mensal,DSL,Não,Não,Sim,Débito Automático,1,0,51.79,1136.43,3,Não
CLI00690,Feminino,24,Não,Sim,21,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,2,1,123.4,2638.45,3,Não
CLI00691,Feminino,39,Não,Sim,43,Anual,DSL,Sim,Sim,Sim,Boleto,2,3,64.59,2730.83,2,Sim
CLI00692,Feminino,26,Sim,Sim,18,Mensal,DSL,Não,Sim,Sim,Débito Automático,0,0,55.44,1022.18,5,Sim
CLI00693,Masculino,26,Sim,Sim,52,Mensal,Fibra,Não,Não,Não,Débito Automático,2,1,83.14,4080.8,3,Sim
CLI00694,Masculino,38,Sim,Não,22,Mensal,DSL,Sim,Sim,Não,Débito Automático,1,1,72.96,1613.43,3,Não
CLI00695,Masculino,64,Sim,Não,59,Anual,Fibra,Não,Não,Sim,Débito Automático,3,1,76.57,4360.78,2,Sim
CLI00696,Masculino,69,Não,Não,13,Anual,DSL,Sim,Sim,Sim,Cartão de Crédito,2,0,90.1,1149.27,4,Sim
CLI00697,Feminino,19,Sim,Não,45,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,2,2,22.98,1049.91,2,Sim
CLI00698,Masculino,47,Sim,Não,25,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,0,2,34.29,864.85,3,Não
CLI00699,Feminino,39,Não,Não,20,Mensal,DSL,Não,Não,Sim,Boleto,2,1,60.77,1154.39,4,Sim
CLI00700,Feminino,66,Sim,Não,20,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,1,0,80.66,1606.68,5,Não
CLI00701,Masculino,,Sim,Sim,39,Anual,DSL,Sim,Sim,Não,Débito Automático,1,1,79.37,3181.94,4,Não
CLI00702,Masculino,68,Não,Não,37,Anual,Fibra,Sim,Não,Sim,Cartão de Crédito,3,1,89.64,3271.19,2,Não
CLI00703,Masculino,49,Não,Não,28,Anual,DSL,Sim,Sim,Sim,PIX,3,2,85.93,2451.97,1,Sim
CLI00704,Feminino,45,Sim,Não,15,Anual,DSL,Não,Não,Não,Boleto,0,0,81.35,1235.45,5,Não
CLI00705,Feminino,50,Sim,Não,14,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,2,21.23,292.2,5,Sim
CLI00706,Masculino,74,Não,Não,40,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,0,0,104.91,4030.49,3,Não
CLI00707,Feminino,73,Sim,Sim,24,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,2,0,103.12,2455.14,2,Sim
CLI00708,Masculino,22,Não,Não,31,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,1,2,111.73,3304.76,4,Sim
CLI00709,Masculino,18,Não,Sim,20,Mensal,DSL,Sim,Sim,Sim,PIX,0,3,91.74,1743.18,3,Não
CLI00710,Masculino,24,Sim,Não,29,Mensal,DSL,Não,Não,Sim,Boleto,1,0,53.58,1552.08,5,Não
CLI00711,Feminino,35,Não,Não,49,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,2,30.54,1418.38,5,Sim
CLI00712,Feminino,25,Não,Não,45,Bienal,Fibra,Não,Sim,Não,Cartão de Crédito,1,1,114.31,5111.35,2,Não
CLI00713,Masculino,42,Sim,Não,52,Mensal,DSL,Não,Sim,Sim,PIX,1,1,87.76,4445.34,4,Não
CLI00714,Feminino,54,Não,Não,14,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,0,33.51,469.57,4,Não
CLI00715,Feminino,68,Sim,Não,53,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,2,0,33.79,1803.31,2,Sim
CLI00716,Feminino,41,Sim,Sim,29,Mensal,DSL,Não,Sim,Sim,Boleto,1,2,77.41,2208.95,5,Não
CLI00717,Masculino,33,Não,Não,33,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,4,40.84,1379.62,4,Não
CLI00718,Masculino,27,Sim,Não,28,Mensal,Fibra,Não,Sim,Sim,PIX,1,0,117.19,3158.06,4,Sim
CLI00719,Masculino,34,Sim,Sim,57,Anual,Fibra,Sim,Sim,Não,Cartão de Crédito,1,2,111.76,6358.57,3,Não
CLI00720,Masculino,43,Sim,Não,8,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,4,2,17.22,136.74,2,Sim
CLI00721,Feminino,32,Sim,Sim,16,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,0,0,32.25,493.48,4,Não
CLI00722,Feminino,50,Não,Sim,51,Mensal,Fibra,Não,Não,Sim,PIX,0,2,112.78,5539.75,5,Não
CLI00723,Masculino,52,Sim,Não,10,Anual,DSL,Não,Sim,Não,PIX,0,2,63.15,642.81,1,Sim
CLI00724,Feminino,61,Não,Sim,25,Mensal,DSL,Não,Sim,Sim,Boleto,2,0,60.13,1518.51,4,Sim
CLI00725,Masculino,23,Sim,Não,55,Mensal,Fibra,Não,Sim,Não,Débito Automático,2,0,97.5,5119.65,4,Não
CLI00726,Feminino,65,Sim,Não,16,Mensal,DSL,Sim,Não,Não,Boleto,1,1,57.75,905.22,1,Não
CLI00727,Feminino,39,Sim,Sim,45,Mensal,DSL,Não,Sim,Não,Débito Automático,0,1,59.05,2726.45,4,Não
CLI00728,Feminino,44,Não,Não,34,Anual,DSL,Sim,Sim,Sim,PIX,1,0,66.68,2171.61,3,Não
CLI00729,Masculino,72,Não,Sim,62,Mensal,DSL,Sim,Sim,Sim,Débito Automático,1,0,91.97,5866.36,5,Não
CLI00730,Feminino,50,Sim,Não,21,Mensal,Fibra,Não,Não,Sim,Boleto,0,1,104.19,2237.27,4,Sim
CLI00731,Masculino,41,Sim,Não,15,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,4,1,31.17,450.11,1,Não
CLI00732,Feminino,30,Não,Não,13,Anual,Fibra,Não,Sim,Não,Débito Automático,0,0,96.34,1255.83,3,Não
CLI00733,Feminino,42,Não,Não,30,Mensal,DSL,Não,Não,Não,PIX,1,1,43.35,1300.87,5,Não
CLI00734,Feminino,29,Sim,Não,41,Bienal,DSL,Não,Sim,Sim,Débito Automático,0,1,60.66,2378.57,,Não
CLI00735,Feminino,31,Sim,Sim,27,Anual,DSL,Não,Não,Sim,Boleto,0,2,46.9,1195.08,4,Não
CLI00736,Feminino,43,Não,Não,30,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,31.88,921.79,4,Não
CLI00737,Masculino,44,Sim,Não,7,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,4,1,125.04,862.51,2,Sim
CLI00738,Masculino,38,Não,Não,26,Anual,Fibra,Sim,Não,Não,Boleto,3,1,90.0,2271.75,5,Não
CLI00739,Masculino,67,Não,Não,22,Bienal,DSL,Não,Sim,Não,Cartão de Crédito,1,1,60.62,1350.46,2,Não
CLI00740,,54,Sim,Sim,40,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,1,25.8,1035.78,3,Sim
CLI00741,Masculino,56,Não,Não,38,Bienal,Fibra,Sim,Não,Sim,Cartão de Crédito,5,2,72.0,2743.18,2,Sim
CLI00742,Masculino,22,Não,Sim,25,Anual,DSL,Sim,Não,Sim,Débito Automático,2,1,83.28,,4,Sim
CLI00743,Feminino,22,Sim,Não,43,Mensal,DSL,,Sim,Sim,Débito Automático,1,0,82.7,3409.61,3,Sim
CLI00744,Feminino,19,Sim,Não,20,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,4,2,23.34,,3,Não
CLI00745,Masculino,57,Não,Sim,28,Anual,Fibra,Não,Não,Sim,Cartão de Crédito,2,1,104.52,3000.02,4,Não
CLI00746,Feminino,34,Sim,Não,25,Bienal,Fibra,Não,Sim,Sim,Débito Automático,2,0,82.36,1997.15,5,Não
CLI00747,Masculino,73,Sim,Não,12,Anual,Fibra,Sim,Não,Não,PIX,0,1,85.47,1053.62,3,Não
CLI00748,Masculino,49,Não,Não,61,Mensal,DSL,Não,Não,Não,Boleto,0,3,79.27,4715.32,,Não
CLI00749,Masculino,33,Sim,Não,19,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,0,0,23.3,438.86,4,Sim
CLI00750,Masculino,25,Sim,Não,52,Bienal,DSL,Sim,Sim,Sim,PIX,0,2,81.67,,3,Não
CLI00751,Masculino,20,Não,Não,43,Bienal,Fibra,Não,Sim,Sim,Boleto,0,1,104.62,4542.06,4,Sim
CLI00752,Masculino,74,Não,Não,47,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,3,21.71,959.33,4,Não
CLI00753,Feminino,63,Sim,Não,40,Mensal,Fibra,Não,Sim,Sim,PIX,2,1,100.13,3885.4,2,Não
CLI00754,Feminino,22,Sim,Não,47,Mensal,Sem Internet,,Não Aplicável,Não,Cartão de Crédito,0,1,29.02,1375.03,4,Não
CLI00755,Feminino,49,Não,Não,50,Bienal,Fibra,Não,Sim,Sim,Cartão de Crédito,3,0,108.97,5315.37,4,Não
CLI00756,Feminino,60,Não,Sim,16,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,0,35.57,574.68,3,Não
CLI00757,Masculino,30,Sim,Não,18,Mensal,Fibra,Sim,Não,Não,Boleto,4,1,110.21,1953.54,2,Sim
CLI00758,Masculino,52,Sim,Não,43,Mensal,Fibra,Não,Sim,Sim,Boleto,2,0,100.39,4350.21,4,Sim
CLI00759,Masculino,58,Não,Sim,61,Bienal,Fibra,Sim,Não,Sim,Boleto,1,3,91.15,5455.14,5,Não
CLI00760,Feminino,58,Não,Sim,36,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,1,1,120.84,4375.32,3,Não
CLI00761,Feminino,44,Sim,Não,36,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,0,1,95.48,3348.65,3,Não
CLI00762,Feminino,43,Não,Não,41,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,2,40.01,1634.69,2,Não
CLI00763,Masculino,63,Sim,Não,32,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,1,39.95,1287.32,4,Não
CLI00764,Feminino,,Sim,Sim,8,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,0,2,109.45,873.48,3,Não
CLI00765,Masculino,31,Sim,Sim,20,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,27.3,515.42,4,Não
CLI00766,Feminino,18,Sim,Sim,22,Anual,DSL,Não,Sim,Sim,Boleto,1,3,54.27,1214.24,5,Não
CLI00767,Feminino,,Sim,Não,44,Mensal,DSL,Não,Sim,Sim,Boleto,1,3,94.96,,5,Não
CLI00768,Masculino,48,Não,Sim,56,Mensal,DSL,Sim,Sim,Sim,Cartão de Crédito,0,1,82.93,4695.21,4,Não
CLI00769,Masculino,30,Sim,Sim,33,Anual,DSL,Sim,Não,Sim,PIX,2,3,78.39,2584.88,4,Não
CLI00770,Masculino,74,Não,Sim,34,Bienal,Fibra,Sim,Sim,Não,Boleto,1,1,94.18,3243.88,4,Sim
CLI00771,Feminino,47,Não,Não,27,Mensal,Fibra,Não,Sim,Sim,Boleto,1,2,117.52,3009.99,5,Não
CLI00772,Feminino,45,Sim,Sim,33,Mensal,DSL,,Não,Sim,Boleto,0,3,63.07,2027.33,5,Não
CLI00773,Feminino,56,Sim,Sim,17,Mensal,DSL,Não,Não,Sim,Cartão de Crédito,1,0,54.48,880.51,3,Não
CLI00774,Feminino,50,Sim,Não,45,Mensal,DSL,Não,Sim,Sim,PIX,1,0,61.49,2832.77,2,Sim
CLI00775,Feminino,46,Não,Não,50,Bienal,Fibra,Não,Sim,Não,Débito Automático,2,1,85.37,4125.88,2,Não
CLI00776,Masculino,52,Sim,Não,29,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,0,1,72.12,2039.41,3,Não
CLI00777,Feminino,37,Sim,Não,20,Mensal,Fibra,Sim,Sim,Não,PIX,3,0,141.4,2700.22,3,Sim
CLI00778,Masculino,25,Sim,Não,29,Mensal,Fibra,Sim,Não,Não,Cartão de Crédito,0,1,99.97,2773.77,5,Não
CLI00779,Feminino,43,Sim,Não,27,Bienal,Fibra,Sim,Não,Não,Boleto,1,0,82.04,2124.54,5,Não
CLI00780,Feminino,20,Não,Não,65,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,0,118.59,7702.22,5,Não
CLI00781,Feminino,65,Não,Não,35,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,34.93,1243.07,2,Não
CLI00782,Feminino,29,Sim,Não,14,Mensal,DSL,Sim,Sim,Sim,Débito Automático,0,2,69.84,919.11,3,Não
CLI00783,Masculino,39,Não,Não,30,Bienal,Fibra,Não,Sim,Sim,Boleto,3,0,89.61,2570.85,2,Sim
CLI00784,Masculino,61,Sim,Não,12,Bienal,DSL,Não,Não,Sim,PIX,1,0,73.57,870.26,4,Não
CLI00785,Feminino,21,Sim,Sim,29,Anual,DSL,Sim,Sim,Não,Boleto,1,2,72.72,2031.56,4,Não
CLI00786,Feminino,38,Não,Não,20,Bienal,Fibra,Não,Não,Não,Débito Automático,1,1,92.4,1773.03,4,Não
CLI00787,Feminino,71,Sim,Sim,45,Bienal,Fibra,Não,Não,Sim,PIX,0,1,74.56,3349.48,3,Não
CLI00788,Masculino,61,Não,Sim,25,Bienal,Fibra,Não,Sim,Não,Débito Automático,0,3,83.06,1992.08,3,Sim
CLI00789,Masculino,28,Não,Sim,40,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,1,29.72,1220.76,5,Não
CLI00790,Feminino,51,Sim,Não,36,Mensal,DSL,Sim,Sim,Sim,Cartão de Crédito,0,0,80.39,2897.09,5,Não
CLI00791,Feminino,74,Sim,Não,32,Mensal,DSL,Sim,Não,Sim,Cartão de Crédito,1,1,95.15,2904.45,4,Sim
CLI00792,Masculino,69,Sim,Não,55,Mensal,Fibra,Sim,Sim,Não,Boleto,1,2,131.56,7257.37,4,Sim
CLI00793,Masculino,35,Não,Sim,38,Mensal,DSL,Sim,Sim,Sim,Cartão de Crédito,0,0,89.73,3314.11,5,Não
CLI00794,Masculino,61,Não,Sim,39,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,1,0,81.31,2992.55,5,Não
CLI00795,Feminino,35,Sim,Não,24,Bienal,Fibra,Não,Não,Sim,Débito Automático,4,0,97.99,2214.26,1,Sim
CLI00796,Masculino,28,Não,Não,20,Anual,Fibra,Não,Não,Sim,PIX,1,1,86.45,1635.03,3,Não
CLI00797,Masculino,31,Sim,Não,36,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,2,0,20.15,746.41,4,Não
CLI00798,Feminino,59,Não,Não,8,Mensal,DSL,Sim,Não,Sim,Cartão de Crédito,1,0,58.23,466.65,4,Não
CLI00799,Feminino,45,Sim,Não,20,Bienal,Fibra,Não,Sim,Sim,Cartão de Crédito,1,0,85.51,1719.63,3,Não
CLI00800,Masculino,37,Não,Sim,46,Mensal,DSL,Sim,Sim,Sim,Débito Automático,1,0,82.63,3787.28,4,Não
CLI00801,Masculino,35,Sim,Não,17,Mensal,Fibra,Não,Sim,Sim,Boleto,0,0,107.65,1836.67,5,Sim
CLI00802,Masculino,,Não,Não,35,Mensal,Fibra,Sim,Não,Sim,PIX,5,1,115.97,3974.1,2,Sim
CLI00803,Masculino,32,Sim,Não,22,Mensal,DSL,Não,Não,Não,PIX,2,2,81.09,1836.71,2,Não
CLI00804,Feminino,55,Não,Não,34,Mensal,DSL,Sim,Não,Sim,Boleto,1,2,61.82,2131.19,1,Sim
CLI00805,Feminino,36,Sim,Sim,25,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,0,2,120.83,2928.1,3,Não
